transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
337,4/4/2026,9:14:52,273,Male,59,Toys,3,464.75,632.1,1394.25
338,11/10/2025,9:42:18,408,Male,69,Sports,9,456.9,2773.81,4112.1
339,11/8/2025,20:47:56,58,Male,42,Books,7,268.28,910.71,1877.96
340,3/13/2026,19:22:24,328,Female,71,Books,6,196.07,874.12,1176.42
341,7/29/2024,11:05:21,498,Male,78,Food,6,245.89,624.71,1475.34
342,9/1/2025,14:45:30,219,Male,20,Toys,1,352.7,171.48,352.7
343,8/15/2024,15:49:16,109,Female,23,Toys,5,444.9,1778.32,2224.5
344,7/8/2024,14:43:54,279,Male,78,Food,10,123.32,706.91,1233.2
345,4/22/2025,14:58:22,174,Female,75,Toys,3,461.14,942.37,1383.42
346,10/12/2025,14:42:31,328,Male,23,Home & Garden,7,412.21,1365.02,2885.47
347,5/9/2025,11:44:09,264,Male,70,Clothing,10,489.96,3155.09,4899.6
348,12/16/2025,14:20:09,315,Male,19,Clothing,3,443.12,917.85,1329.36
349,3/7/2026,16:22:35,474,Male,75,Toys,5,157.97,415.3,789.85
350,4/11/2026,19:42:07,111,Male,75,Home & Garden,7,75.33,385.76,527.31
351,7/29/2025,19:54:53,187,Male,35,Home & Garden,3,78.31,150.68,234.93
352,11/20/2025,10:15:51,269,Female,40,Electronics,10,163.33,907.54,1633.3
353,6/20/2024,13:46:19,423,Male,19,Electronics,2,316.74,394.69,633.48
354,4/20/2025,9:52:31,229,Female,29,Beauty,6,407.05,1540.37,2442.3
355,7/30/2024,20:59:49,497,Female,39,Beauty,8,452.14,1686.35,3617.12
356,9/13/2024,9:14:13,156,Male,54,Beauty,4,321.28,721.07,1285.12
357,4/27/2024,13:24:49,473,Female,37,Beauty,9,27.67,133.82,249.03
358,5/10/2025,20:35:27,189,Male,56,Food,8,113.5,508.81,908
359,10/31/2024,11:10:45,272,Female,41,Food,7,72.37,356.86,506.59
360,3/13/2026,12:50:51,375,Male,65,Electronics,7,197.58,820.18,1383.06
361,7/22/2024,11:14:52,2,Female,37,Clothing,3,263.14,612.69,789.42
362,6/4/2025,9:03:23,246,Female,18,Home & Garden,6,45.61,141.61,273.66
363,5/10/2025,9:20:14,210,Male,18,Books,5,190.53,539.47,952.65
364,7/26/2024,20:12:21,401,Female,34,Clothing,1,110.11,78.7,110.11
365,10/20/2024,20:21:29,286,Male,76,Sports,3,332.36,616.6,997.08
366,4/16/2026,13:18:03,359,Male,18,Food,1,245.53,151.94,245.53
367,8/24/2024,14:33:12,13,Male,70,Beauty,4,260.28,438.66,1041.12
368,8/8/2024,11:13:58,96,Male,69,Beauty,10,228.15,1276.36,2281.5
369,2/23/2025,20:03:22,498,Male,62,Sports,3,479.11,730.59,1437.33
370,4/11/2025,17:47:07,221,Female,47,Clothing,4,127,406.26,508
371,6/30/2024,13:52:17,238,Female,58,Beauty,9,270.42,1273.7,2433.78
372,5/31/2024,16:51:11,94,Female,64,Clothing,3,374.61,847.14,1123.83
373,12/21/2024,9:45:54,338,Male,20,Home & Garden,6,289.5,1164.65,1737
374,7/30/2025,13:26:30,269,Female,63,Sports,6,466.28,1500.58,2797.68
375,1/30/2025,11:28:13,171,Female,72,Books,7,204.53,883.96,1431.71
376,2/10/2026,20:46:33,469,Female,28,Clothing,9,245.25,1625.01,2207.25
377,12/7/2025,9:27:17,94,Female,41,Home & Garden,7,67.05,353.58,469.35
378,1/2/2025,12:34:55,149,Female,39,Toys,1,314.27,145.87,314.27
379,12/28/2025,13:07:33,112,Male,61,Toys,8,161.9,694.01,1295.2
380,8/13/2024,15:15:10,55,Male,62,Clothing,5,101.15,270.12,505.75
381,9/4/2025,9:41:40,337,Female,43,Toys,9,283.65,1064.07,2552.85
382,8/18/2025,11:35:11,424,Male,30,Clothing,10,277.85,1776.28,2778.5
383,9/15/2024,10:29:48,467,Male,18,Beauty,5,61.04,226.44,305.2
384,5/8/2025,17:17:14,116,Female,41,Electronics,5,356.65,985.48,1783.25
385,2/12/2025,18:01:56,143,Female,80,Toys,2,321.29,447.24,642.58
386,3/29/2026,14:48:30,201,Male,27,Food,3,114.78,224.19,344.34
387,3/19/2025,18:12:48,180,Female,52,Clothing,10,247.98,1364.53,2479.8
388,5/27/2024,11:03:57,202,Male,41,Clothing,9,367.15,1508.18,3304.35
389,5/11/2024,16:25:28,364,Male,45,Clothing,7,276.48,1323.26,1935.36
390,2/15/2025,16:24:25,479,Female,53,Electronics,1,212.86,157.91,212.86
391,1/21/2026,10:29:17,53,Male,33,Home & Garden,3,178.11,360.32,534.33
392,12/9/2024,14:10:31,471,Male,57,Toys,2,314.94,256.46,629.88
393,6/28/2025,15:06:21,384,Male,33,Books,1,471.08,229.18,471.08
394,9/17/2025,10:30:37,180,Female,76,Books,9,344.08,1324.75,3096.72
395,8/22/2024,19:43:16,414,Female,34,Sports,8,60.5,304.03,484
396,10/15/2025,18:09:22,417,Female,68,Beauty,5,243.83,856.56,1219.15
397,5/26/2024,10:38:23,313,Female,71,Electronics,2,448.14,398.16,896.28
398,12/16/2024,18:12:49,308,Male,32,Home & Garden,1,69.87,51.38,69.87
399,4/16/2026,9:30:07,137,Female,33,Clothing,7,494.72,2154.72,3463.04
400,11/29/2025,16:06:40,182,Female,32,Home & Garden,2,475.81,643.28,951.62
401,11/16/2024,9:55:05,367,Female,74,Electronics,1,62.18,49.03,62.18
402,3/22/2025,17:48:04,1,Female,51,Electronics,2,468.37,406.05,936.74
403,11/13/2025,19:41:43,44,Male,28,Electronics,7,197.49,1051.32,1382.43
404,4/29/2024,14:41:56,227,Male,18,Sports,7,426.24,1343.97,2983.68
405,7/7/2024,15:55:28,331,Male,32,Food,10,223.73,1246.59,2237.3
406,3/25/2025,18:35:27,98,Female,43,Beauty,6,234.41,1041.59,1406.46
407,10/28/2024,15:19:10,208,Female,68,Sports,5,326.27,1243.91,1631.35
408,4/20/2026,18:03:56,265,Male,21,Sports,3,392.88,710.19,1178.64
409,6/25/2025,11:53:00,288,Female,60,Toys,3,41.05,78.53,123.15
410,3/22/2025,10:06:42,271,Female,22,Food,9,306.75,1886.31,2760.75
411,10/19/2024,17:53:18,140,Male,52,Sports,4,113.7,333.42,454.8
412,2/24/2025,16:00:08,481,Male,30,Electronics,9,189.33,764.41,1703.97
413,6/29/2025,20:43:26,237,Female,27,Electronics,4,190.29,551.1,761.16
414,5/26/2024,18:55:33,462,Female,28,Toys,2,247.8,293.65,495.6
415,1/17/2025,15:44:43,441,Female,35,Home & Garden,4,183.71,426.39,734.84
416,7/23/2024,17:41:03,392,Male,51,Clothing,6,76,259.72,456
417,6/19/2024,12:46:35,72,Male,56,Sports,6,94.17,341.09,565.02
418,7/2/2024,12:58:17,155,Male,58,Clothing,5,40.88,159.03,204.4
419,9/18/2025,9:12:14,190,Male,59,Beauty,1,248.37,153.81,248.37
420,12/8/2024,16:54:50,268,Female,67,Books,3,478.36,1121.19,1435.08
421,1/4/2025,20:21:12,321,Male,40,Electronics,5,79.95,188.73,399.75
422,10/15/2024,11:53:18,107,Male,24,Home & Garden,6,474.48,1963.36,2846.88
423,1/5/2026,15:20:48,232,Female,76,Beauty,1,373.35,270.64,373.35
424,9/7/2024,20:21:05,42,Female,56,Toys,9,327.81,1981.57,2950.29
425,3/27/2026,10:27:47,190,Female,20,Home & Garden,3,331.51,639.25,994.53
426,11/1/2024,10:08:55,371,Male,29,Books,10,417.7,2614.49,4177
427,2/17/2026,15:25:11,139,Female,24,Books,3,75.79,169.25,227.37
428,11/13/2025,14:08:50,103,Female,66,Toys,2,264.76,385.84,529.52
429,12/25/2024,11:14:36,171,Male,43,Food,8,356.12,1278.94,2848.96
430,8/29/2025,17:09:16,351,Male,50,Toys,3,303.74,673.79,911.22
431,10/4/2025,18:23:57,273,Female,54,Electronics,6,420.57,1427.32,2523.42
432,10/24/2025,14:57:22,481,Male,65,Beauty,2,59.33,59.51,118.66
433,12/9/2024,18:56:25,416,Female,32,Food,7,353.08,1848.5,2471.56
434,9/16/2025,18:41:28,221,Female,19,Books,4,278.66,638.48,1114.64
435,7/25/2025,14:07:32,213,Male,58,Beauty,9,205.1,1335.22,1845.9
436,9/27/2025,9:23:59,341,Female,80,Home & Garden,10,186.63,943.16,1866.3
437,11/20/2024,12:15:26,424,Male,24,Food,9,319.9,1156.17,2879.1
438,4/17/2025,18:48:24,407,Male,49,Food,7,448.22,1876.83,3137.54
439,7/5/2024,14:25:55,56,Male,21,Electronics,8,260.68,917.78,2085.44
440,7/14/2025,14:26:54,390,Female,37,Toys,3,416.74,877.34,1250.22
441,8/19/2024,19:36:09,342,Male,67,Clothing,5,216.02,551.32,1080.1
442,5/29/2024,20:03:46,434,Male,70,Home & Garden,2,73.64,85.05,147.28
443,1/22/2026,13:49:22,102,Female,53,Home & Garden,10,54.22,235.76,542.2
444,4/7/2025,9:23:20,421,Female,49,Toys,7,49.38,177.9,345.66
445,1/5/2025,16:18:20,493,Female,45,Food,8,205.57,1171.91,1644.56
446,8/9/2024,13:35:42,192,Female,30,Food,9,185.19,767.75,1666.71
447,11/22/2024,20:59:12,499,Male,18,Electronics,7,366.02,1688.1,2562.14
448,8/24/2025,20:38:36,310,Male,77,Clothing,10,377.84,2897.92,3778.4
449,9/2/2024,20:09:32,200,Male,73,Home & Garden,10,49.16,330.32,491.6
450,12/7/2024,13:24:23,233,Female,52,Books,8,130.03,753.56,1040.24
451,11/19/2024,15:17:43,433,Female,65,Sports,9,155.27,619.88,1397.43
452,11/17/2024,12:18:10,227,Male,47,Sports,6,285.12,855.86,1710.72
453,8/8/2025,14:35:16,371,Female,71,Clothing,10,93.64,709.62,936.4
454,11/27/2025,12:09:03,139,Female,53,Beauty,2,88.62,121.59,177.24
455,10/23/2025,11:32:46,344,Male,74,Electronics,2,473.3,620.8,946.6
456,4/30/2025,15:54:24,305,Male,72,Clothing,4,407,1083.44,1628
457,7/15/2024,16:49:29,149,Female,42,Toys,9,110.81,564.15,997.29
458,6/7/2024,12:04:08,115,Female,33,Toys,7,218.12,637.95,1526.84
459,10/29/2025,10:46:20,450,Female,75,Sports,2,193.92,276.83,387.84
460,2/1/2025,20:48:19,63,Male,36,Food,8,400.73,2152.67,3205.84
461,1/7/2026,18:34:18,104,Male,18,Sports,7,267.35,1102.51,1871.45
462,3/10/2026,11:43:18,339,Male,22,Food,9,85.73,586.32,771.57
463,10/13/2024,9:33:11,359,Male,68,Electronics,8,376.02,1607.75,3008.16
464,5/20/2025,16:32:36,156,Male,39,Food,3,213.52,331.64,640.56
465,12/7/2024,11:54:41,273,Female,41,Clothing,1,149.89,112.29,149.89
466,8/18/2025,20:20:16,6,Female,60,Food,2,203.36,292.35,406.72
467,6/12/2024,18:16:36,147,Female,62,Beauty,2,261.43,316.85,522.86
468,6/1/2025,15:21:53,184,Male,69,Toys,4,187.98,340.09,751.92
469,3/23/2025,18:47:47,486,Male,54,Clothing,6,139.91,408,839.46
470,4/1/2025,13:36:38,28,Male,70,Toys,4,214.29,567.86,857.16
471,4/3/2026,18:14:27,450,Female,53,Electronics,9,34.11,170.08,306.99
472,5/27/2025,13:34:40,38,Male,53,Clothing,4,391.94,1151.66,1567.76
473,12/30/2024,15:27:34,119,Male,21,Beauty,6,106.2,497,637.2
474,3/12/2026,17:06:46,293,Female,53,Electronics,6,45.85,198.69,275.1
475,8/15/2025,20:31:47,371,Male,69,Sports,10,335.51,1848.72,3355.1
476,12/26/2025,13:10:17,244,Female,70,Beauty,10,392.62,2809.1,3926.2
477,10/18/2024,9:09:13,68,Male,35,Electronics,1,411.57,222.49,411.57
478,5/30/2025,18:08:34,214,Male,67,Books,8,259.42,968.86,2075.36
479,4/4/2026,18:13:43,218,Female,33,Food,3,122.55,151.97,367.65
480,10/11/2024,9:12:40,177,Female,58,Clothing,6,375.18,1247.74,2251.08
481,1/14/2026,10:56:59,299,Female,35,Electronics,3,357.36,816.31,1072.08
482,1/18/2025,14:24:06,164,Female,39,Clothing,2,141.98,140.73,283.96
483,9/2/2024,17:01:40,58,Female,19,Food,5,454.12,1095.8,2270.6
484,4/15/2026,16:34:12,269,Female,38,Electronics,1,74.58,58.76,74.58
485,7/31/2024,13:06:17,308,Male,53,Sports,9,491.78,1814.68,4426.02
486,6/19/2025,9:20:36,58,Male,61,Books,7,433.62,2168.18,3035.34
487,5/25/2025,15:17:12,288,Female,56,Books,3,351.75,557.75,1055.25
488,8/16/2025,13:02:35,465,Male,64,Beauty,4,470.91,781.7,1883.64
489,8/25/2024,14:41:30,105,Female,56,Electronics,6,368.1,1694.26,2208.6
490,8/30/2025,15:53:01,228,Male,46,Food,3,115.47,157.91,346.41
491,1/14/2025,11:38:15,247,Female,71,Electronics,7,235.02,1021.16,1645.14
492,11/22/2024,20:40:08,188,Male,43,Clothing,6,58.96,180.28,353.76
493,7/19/2025,18:48:08,494,Male,38,Home & Garden,9,210.09,805.63,1890.81
494,8/27/2025,11:10:37,83,Male,34,Toys,5,377.26,792.19,1886.3
495,11/13/2025,13:38:10,186,Male,33,Electronics,4,208.56,372.26,834.24
496,8/1/2025,14:23:53,252,Male,77,Books,3,181.89,233.85,545.67
497,6/25/2024,17:59:55,355,Female,48,Books,10,307.79,2167.53,3077.9
498,3/26/2026,20:45:21,238,Female,68,Toys,1,439.3,261.04,439.3
499,10/8/2025,13:18:32,360,Female,26,Books,3,47.6,76.71,142.8
500,2/23/2025,9:03:35,184,Male,48,Sports,3,208.1,354.2,624.3
501,1/8/2026,12:25:44,284,Female,31,Electronics,7,100.16,540.97,701.12
502,5/14/2024,13:37:22,385,Male,66,Beauty,7,355.29,1900.84,2487.03
503,4/19/2026,20:41:44,426,Male,54,Electronics,1,75.22,51.62,75.22
504,7/22/2024,18:31:44,210,Male,19,Home & Garden,3,340.78,770.71,1022.34
505,8/20/2024,18:38:33,304,Female,69,Books,8,160.94,679.63,1287.52
506,6/15/2025,13:44:08,296,Male,65,Clothing,9,119.49,594.1,1075.41
507,1/9/2025,15:45:23,97,Female,63,Books,7,469.77,2122.61,3288.39
508,9/16/2025,12:35:07,447,Female,31,Electronics,7,33.8,153.66,236.6
509,4/18/2026,9:39:06,460,Male,76,Sports,8,232.94,1104.47,1863.52
510,1/28/2025,13:36:35,456,Male,50,Food,6,35.27,118.56,211.62
511,10/7/2025,15:32:17,472,Female,52,Electronics,3,254.71,607.08,764.13
512,9/18/2025,18:35:02,208,Female,75,Electronics,1,263,191.58,263
513,7/11/2025,18:02:27,370,Female,56,Beauty,7,177.79,714.35,1244.53
514,10/30/2025,14:08:05,388,Female,75,Sports,1,87.78,60.65,87.78
515,4/7/2026,13:07:43,422,Female,64,Home & Garden,1,203.78,103.48,203.78
516,10/15/2025,12:32:43,492,Female,68,Food,9,344.32,1363.72,3098.88
517,3/28/2026,10:58:20,411,Male,37,Books,10,396.64,2145.71,3966.4
518,11/13/2024,12:05:27,137,Female,19,Clothing,7,277.11,1088.58,1939.77
519,6/28/2024,18:40:39,367,Female,68,Electronics,4,305.17,496.35,1220.68
520,2/11/2025,18:38:53,400,Female,58,Home & Garden,6,120.29,523.92,721.74
521,12/26/2025,11:03:53,184,Female,36,Food,1,161.48,87.79,161.48
522,1/15/2026,18:12:00,76,Male,76,Clothing,7,101.9,450.92,713.3
523,11/21/2024,9:48:35,287,Male,54,Home & Garden,6,143.42,369.67,860.52
524,6/14/2025,16:59:20,472,Female,35,Sports,4,131.82,247.82,527.28
525,7/24/2025,13:01:59,375,Female,33,Sports,7,271.74,1437.82,1902.18
526,12/28/2024,12:59:42,142,Female,21,Food,3,292.28,564.22,876.84
527,7/3/2024,16:04:34,237,Male,29,Books,1,473.85,369.66,473.85
528,5/23/2024,15:43:12,25,Male,46,Toys,4,117.9,377.04,471.6
529,9/30/2024,10:26:56,290,Male,24,Clothing,3,329.8,542.93,989.4
530,10/29/2025,9:31:48,67,Male,31,Sports,1,413.2,214.67,413.2
531,6/9/2025,20:20:53,250,Male,72,Toys,2,291.11,432.79,582.22
532,8/24/2024,19:07:53,408,Male,29,Food,5,146.13,584.11,730.65
533,6/18/2024,12:37:09,118,Female,52,Sports,8,149.71,780.72,1197.68
534,8/11/2025,16:07:52,490,Male,22,Sports,1,43.65,31.34,43.65
535,6/18/2024,20:49:43,73,Male,34,Home & Garden,4,170.09,484.89,680.36
536,10/24/2024,10:02:46,282,Female,75,Toys,4,378.69,821.21,1514.76
537,7/19/2024,11:53:52,404,Male,59,Home & Garden,5,47.57,149.78,237.85
538,11/28/2025,20:43:09,448,Female,49,Sports,7,129.17,662.97,904.19
539,6/8/2025,9:57:45,360,Male,27,Toys,8,360.46,1947.19,2883.68
540,5/22/2024,9:02:12,10,Female,60,Beauty,6,396.76,972.38,2380.56
541,10/19/2024,11:21:36,211,Female,34,Toys,1,241.28,129.01,241.28
542,5/5/2025,19:05:37,323,Female,22,Home & Garden,7,356.59,1142.7,2496.13
543,10/22/2024,13:01:23,152,Female,62,Clothing,3,209.28,309.64,627.84
544,5/9/2024,20:22:01,5,Female,59,Food,6,100.96,461.71,605.76
545,10/10/2024,11:43:21,195,Male,26,Food,8,214.12,710.46,1712.96
546,12/25/2025,9:01:16,442,Male,66,Books,7,300.48,1026.27,2103.36
547,8/1/2024,9:37:35,283,Female,50,Clothing,10,475.33,2489.91,4753.3
548,1/20/2026,16:16:13,464,Female,53,Clothing,6,57.66,223.75,345.96
549,11/10/2025,18:34:09,113,Female,53,Clothing,9,266.01,1469.11,2394.09
550,11/22/2025,19:33:34,271,Male,35,Books,9,181.24,794.88,1631.16
551,12/2/2024,20:22:24,163,Female,26,Clothing,1,266.45,124.08,266.45
552,7/19/2024,20:29:02,460,Female,79,Electronics,1,36.39,18,36.39
553,7/5/2025,10:51:46,105,Female,74,Books,1,173.69,104.39,173.69
554,4/13/2025,11:07:37,181,Female,46,Food,8,414.44,1685.85,3315.52
555,11/4/2024,10:21:16,44,Male,78,Electronics,10,288.12,2244.57,2881.2
556,3/21/2026,11:43:11,282,Female,67,Books,7,239.03,979.74,1673.21
557,12/8/2025,15:57:53,175,Female,31,Sports,3,160.62,204.08,481.86
558,4/11/2025,9:35:51,162,Male,42,Sports,2,166.57,230.44,333.14
559,6/20/2025,18:04:23,471,Female,32,Food,4,206.97,440.05,827.88
560,6/30/2025,16:12:28,351,Female,23,Sports,3,421.9,837.13,1265.7
561,10/29/2025,18:28:42,434,Male,73,Clothing,7,484.43,1735.65,3391.01
562,2/20/2026,18:30:24,340,Male,59,Books,10,233.36,1466.2,2333.6
563,12/24/2024,18:46:35,140,Male,46,Electronics,8,211.84,1201.32,1694.72
564,6/4/2024,10:56:57,471,Female,32,Clothing,6,427.11,1976.33,2562.66
565,8/28/2024,11:54:59,132,Female,46,Sports,3,227.78,344.71,683.34
566,5/15/2025,17:15:25,87,Male,21,Home & Garden,6,287.21,920.12,1723.26
567,3/12/2025,15:41:37,176,Male,35,Toys,2,134.7,157.79,269.4
568,11/12/2024,12:29:00,183,Male,67,Electronics,7,378.16,2040.59,2647.12
569,6/18/2025,18:56:19,368,Female,74,Clothing,10,277.69,2111.98,2776.9
570,6/7/2025,13:54:54,129,Female,66,Books,7,409.29,1249.01,2865.03
571,7/30/2025,10:15:27,246,Male,61,Food,4,395.85,716.92,1583.4
572,5/29/2024,19:11:15,89,Female,56,Clothing,8,127.13,608.4,1017.04
573,3/21/2026,16:16:46,66,Male,33,Home & Garden,4,364.93,646.14,1459.72
574,12/26/2024,12:15:16,158,Female,28,Sports,7,405.03,1526,2835.21
575,3/21/2026,17:11:39,387,Female,31,Electronics,4,189.4,348.01,757.6
576,7/2/2025,13:07:27,378,Female,20,Food,5,106.99,350.08,534.95
577,10/8/2025,17:19:57,149,Female,68,Electronics,7,26.25,143.29,183.75
578,9/19/2025,12:02:11,473,Male,67,Food,10,239.18,1910.32,2391.8
579,11/19/2024,18:15:26,340,Female,79,Toys,3,192.41,317.53,577.23
580,11/26/2025,13:29:53,433,Female,59,Books,10,288.58,1845.77,2885.8
581,11/10/2025,17:44:52,116,Male,55,Electronics,5,114.32,424.42,571.6
582,7/26/2024,16:22:41,214,Female,62,Sports,3,433.34,581.09,1300.02
583,2/1/2026,11:27:58,469,Male,59,Books,5,147.43,498.18,737.15
584,7/12/2025,9:50:46,446,Male,35,Books,3,132.55,224.09,397.65
585,11/16/2025,11:39:29,481,Female,75,Toys,10,253.34,1222.26,2533.4
586,8/8/2024,12:53:40,372,Female,80,Food,7,261.95,1028.86,1833.65
587,1/19/2025,10:04:33,294,Male,37,Beauty,1,127.17,54.73,127.17
588,5/14/2025,9:19:36,253,Male,75,Electronics,9,154.13,940.73,1387.17
589,7/25/2025,15:39:05,143,Male,65,Electronics,9,105.61,476.29,950.49
590,2/2/2025,16:55:06,250,Female,42,Clothing,5,366.27,960.66,1831.35
591,4/20/2026,15:43:31,366,Male,74,Food,9,390.79,1577.19,3517.11
592,4/21/2025,13:00:31,436,Male,55,Home & Garden,10,244.61,1824.46,2446.1
593,3/12/2025,20:56:52,463,Male,30,Beauty,6,364.19,1305.35,2185.14
594,9/28/2024,9:29:24,302,Female,21,Sports,5,374.57,1177.76,1872.85
595,6/2/2025,15:20:32,25,Male,72,Clothing,3,90.68,170.78,272.04
596,11/13/2024,15:19:54,277,Female,31,Toys,8,483.93,2184.26,3871.44
597,11/22/2024,17:05:57,472,Female,50,Beauty,4,414.99,791.82,1659.96
598,3/5/2025,11:21:06,377,Male,45,Food,10,122.13,852.53,1221.3
599,10/13/2024,17:17:51,378,Female,69,Beauty,3,113.43,153.41,340.29
600,9/3/2025,9:07:56,389,Male,54,Toys,6,84.69,224.37,508.14
601,6/30/2025,9:38:11,70,Female,25,Books,8,90.73,496.52,725.84
602,8/16/2025,12:31:15,113,Female,61,Electronics,9,380.38,1655.34,3423.42
603,9/10/2025,17:32:15,363,Male,51,Books,6,248.09,778.07,1488.54
604,2/3/2025,14:52:42,112,Male,61,Electronics,5,396.89,1171.01,1984.45
605,3/26/2025,19:15:52,364,Male,22,Clothing,2,379.47,439.99,758.94
606,11/12/2024,11:11:35,303,Female,71,Toys,2,312.19,426.72,624.38
607,7/23/2024,9:37:12,471,Female,22,Food,9,351.02,2051.49,3159.18
608,1/25/2026,12:51:06,452,Male,48,Food,2,33.72,44.36,67.44
609,1/31/2026,20:33:35,91,Male,62,Beauty,2,173.09,237.35,346.18
610,12/11/2025,17:13:46,18,Female,26,Clothing,3,327.97,508.73,983.91
611,4/17/2025,11:35:50,149,Female,59,Food,3,29.44,46.72,88.32
612,4/29/2024,20:32:08,476,Female,49,Home & Garden,4,40.66,93.55,162.64
613,12/29/2025,17:22:31,227,Male,50,Home & Garden,7,429.65,1572.9,3007.55
614,5/13/2025,15:49:10,214,Female,79,Books,9,349.91,2500.38,3149.19
615,9/14/2025,20:44:07,360,Male,20,Electronics,2,151.05,219.21,302.1
616,7/10/2025,12:01:32,151,Female,47,Beauty,4,351.78,655.52,1407.12
617,4/12/2026,11:40:22,192,Female,67,Sports,9,401.42,1453.2,3612.78
618,4/6/2026,18:20:24,451,Male,29,Toys,2,170.73,142.43,341.46
619,9/28/2024,13:01:55,40,Male,46,Electronics,10,42.12,209.6,421.2
620,12/10/2025,13:26:07,242,Male,20,Clothing,1,468.07,208.63,468.07
621,10/2/2024,11:56:44,138,Female,43,Food,10,188.96,1158.96,1889.6
622,9/9/2025,20:08:21,345,Female,74,Electronics,8,75.58,449.37,604.64
623,1/13/2025,17:00:58,180,Female,78,Sports,9,258.63,1617.03,2327.67
624,5/27/2024,12:10:03,497,Male,47,Sports,7,390.02,1327.51,2730.14
625,10/18/2025,19:02:39,200,Female,26,Home & Garden,8,130.28,583.36,1042.24
626,12/18/2024,13:51:02,203,Male,43,Clothing,4,153.01,369.16,612.04
627,1/15/2026,12:22:28,61,Male,19,Electronics,4,140.29,406.33,561.16
628,8/12/2025,13:25:40,192,Male,79,Beauty,2,496.04,729.82,992.08
629,5/30/2025,15:03:28,5,Female,20,Electronics,8,118.77,725.82,950.16
630,12/25/2024,17:17:33,378,Female,63,Home & Garden,2,298.37,360.25,596.74
631,1/14/2025,15:54:33,237,Male,21,Books,9,464.5,2833.17,4180.5
632,10/9/2025,13:05:27,181,Female,42,Sports,4,94.78,168.6,379.12
633,4/16/2025,18:34:12,311,Male,68,Clothing,1,486.16,304.39,486.16
634,4/15/2025,18:21:14,37,Male,30,Clothing,4,475.05,949.11,1900.2
635,1/13/2026,15:42:59,56,Female,56,Beauty,3,445.17,764.83,1335.51
636,8/21/2024,18:14:22,443,Male,61,Clothing,6,126.91,497.71,761.46
637,2/16/2025,13:21:43,237,Male,52,Home & Garden,7,326.18,1148.01,2283.26
638,7/26/2025,11:59:25,358,Female,72,Home & Garden,8,386.42,1301.07,3091.36
639,3/5/2026,15:36:03,349,Male,40,Home & Garden,2,493.36,398.73,986.72
640,11/2/2025,19:51:25,197,Male,26,Clothing,6,110.7,271.57,664.2
641,8/28/2025,19:41:39,73,Male,19,Clothing,6,388.86,941.06,2333.16
642,11/9/2025,10:11:08,59,Male,78,Home & Garden,10,185.93,825.79,1859.3
643,8/22/2025,20:46:54,240,Male,71,Clothing,5,108.42,268.77,542.1
644,9/27/2025,17:48:04,2,Male,58,Toys,10,225.15,1099.83,2251.5
645,1/1/2025,18:41:55,449,Male,61,Clothing,10,402.07,3195.33,4020.7
646,3/17/2025,18:37:31,360,Female,48,Toys,7,245.8,898.85,1720.6
647,2/13/2026,20:17:19,188,Female,61,Sports,3,280.32,379.25,840.96
648,10/22/2025,9:44:49,307,Male,64,Electronics,4,497.7,1230.76,1990.8
649,8/25/2024,14:34:10,30,Male,19,Food,10,214.58,1594.72,2145.8
650,6/16/2025,15:29:14,267,Female,49,Toys,9,317.32,1916.94,2855.88
651,3/17/2026,16:23:31,476,Female,35,Toys,4,198.49,411.61,793.96
652,2/28/2025,18:41:27,108,Female,30,Clothing,3,211.57,396.47,634.71
653,6/25/2024,17:29:21,332,Female,63,Food,2,355.43,487.61,710.86
654,6/5/2025,10:13:40,423,Female,22,Books,5,470.5,1626.15,2352.5
655,10/2/2024,19:05:16,90,Male,75,Food,4,282.62,753.6,1130.48
656,10/10/2025,18:02:58,205,Female,59,Sports,8,389.99,2334.71,3119.92
657,11/29/2025,10:15:25,379,Female,61,Toys,7,67.37,352.77,471.59
658,4/5/2025,13:06:43,456,Female,27,Clothing,6,125.3,474.82,751.8
659,9/10/2024,13:51:06,447,Male,73,Home & Garden,2,263.51,301.43,527.02
660,11/25/2024,14:13:41,448,Male,60,Food,3,34.51,67.98,103.53
661,10/28/2024,11:08:56,445,Male,80,Clothing,10,145.11,1055.36,1451.1
662,1/18/2025,16:14:25,381,Male,42,Beauty,9,270.77,980.28,2436.93
663,10/3/2025,9:20:24,438,Male,51,Books,9,32.11,230.27,288.99
664,3/14/2025,14:34:09,220,Male,54,Home & Garden,5,150.66,356.43,753.3
665,4/26/2024,12:01:58,378,Female,47,Beauty,3,269.16,474.88,807.48
666,6/2/2024,9:26:44,94,Male,24,Beauty,2,297.25,445.17,594.5
667,12/31/2024,15:01:18,457,Male,80,Food,8,464.73,1821.8,3717.84
668,1/15/2025,17:34:10,103,Female,23,Beauty,6,331.54,1175.08,1989.24
669,6/19/2025,12:17:12,223,Male,71,Sports,10,222,1005.73,2220
670,8/6/2024,12:13:52,186,Female,72,Sports,7,466.92,1823.89,3268.44
671,11/3/2024,14:19:07,469,Female,20,Food,1,397.82,187.32,397.82
672,1/25/2026,20:17:39,184,Male,30,Clothing,1,120,65.45,120
673,7/24/2025,11:09:03,495,Female,20,Electronics,10,87.15,478.79,871.5
674,9/23/2025,20:24:46,162,Female,43,Clothing,2,346.01,551.73,692.02
